Utente Test,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
Utente 111,0,0,0,-0.0008711925397117103,0,0,0,-0.03050372639164441,0,0,0,0,0,0.0,0,-0.010054172772120108,0,0.0,0,0,-0.004557764613350689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03770619044234376
Utente 112,0,0,0,0.0,0,0,0,-0.034379384731143936,0,0,0,0,0,-0.0017241830504953236,0,0.018539253013306906,0,0.00016216573714250383,0,0,0.005965504194124252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 113,0,0,0,0.001705763145522525,0,0,0,-0.0041481186160198195,0,0,0,0,0,0.0,0,0.005382838214821934,0,-0.0015265607824549742,0,0,-0.009577596367909514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13641879421073597
Utente 114,0,0,0,0.0,0,0,0,-0.025360400619396414,0,0,0,0,0,0.0,0,0.008950204005640032,0,0.0,0,0,-0.005389008694189706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03769972764407681
Utente 115,0,0,0,0.00029062187645824135,0,0,0,-0.03342491716154329,0,0,0,0,0,0.0009262648928110832,0,0.007435591358704711,0,0.0007739884589093247,0,0,-0.0019328622037354543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13953324660808564
Utente 116,0,0,0,0.0,0,0,0,-0.014834066267750768,0,0,0,0,0,0.0,0,0.011291205109809568,0,-0.0045188269061359745,0,0,0.00796210752141958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 117,0,0,0,0.0,0,0,0,0.010391161398902423,0,0,0,0,0,0.0,0,0.011462888218707896,0,0.0017542790096992614,0,0,0.00490114983700023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 118,0,0,0,-0.0005697377034196487,0,0,0,-0.036929695642501266,0,0,0,0,0,0.0067624641614376455,0,0.015004842158870851,0,0.003058391070551871,0,0,-0.01556509036936077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 119,0,0,0,-0.00022950578553434248,0,0,0,-0.03366509146147185,0,0,0,0,0,0.002588169090942478,0,0.014370441951685659,0,0.0,0,0,0.0131569588867543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 120,0,0,0,-0.004601606550634433,0,0,0,0.0022336430221268993,0,0,0,0,0,0.00013921448921989246,0,0.014859748371558658,0,0.002557542209725469,0,0,-0.004161278865124442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 121,0,0,0,0.0,0,0,0,-0.06685781304351204,0,0,0,0,0,0.0,0,-0.005418263183941738,0,0.005673862216061828,0,0,-0.016216658457381943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 122,0,0,0,0.007580469944315238,0,0,0,-0.031224697979809386,0,0,0,0,0,0.0016170840352117042,0,0.017594251501108906,0,0.0,0,0,-0.0009789997152187871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 123,0,0,0,0.0,0,0,0,-0.005031023917972924,0,0,0,0,0,0.001825097996689134,0,0.005548791923985612,0,0.0,0,0,0.01572912770235413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03509648447646246
Utente 124,0,0,0,0.0,0,0,0,-0.009635634824652356,0,0,0,0,0,0.00907720044106255,0,0.015367453197119293,0,0.0017847436911349822,0,0,-0.009261177160796519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 125,0,0,0,0.0,0,0,0,-0.01967185828335274,0,0,0,0,0,0.0,0,0.006594488070304173,0,0.0,0,0,0.004263008461475947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03448991471955009
Utente 126,0,0,0,0.0,0,0,0,-0.0413341778589396,0,0,0,0,0,-0.001432226643729736,0,-0.010226362448482693,0,0.0,0,0,-0.01562834431681492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 127,0,0,0,0.0,0,0,0,-0.02104498956712878,0,0,0,0,0,0.0,0,0.004204680604988537,0,-0.0027242279948949052,0,0,0.0021702374149049786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 128,0,0,0,0.0,0,0,0,-0.03541608670009139,0,0,0,0,0,0.0035512370540079297,0,0.010398703269500419,0,0.0,0,0,-0.005943737484610006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12451034333480653
Utente 129,0,0,0,0.0,0,0,0,-0.006989615735821292,0,0,0,0,0,0.0,0,0.005942404551692736,0,0.004308819783253254,0,0,0.006088410031418426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03285306595353509
Utente 130,0,0,0,-0.0029220819239334003,0,0,0,-0.00616993542189028,0,0,0,0,0,0.0,0,0.014866678798414102,0,0.004253736448586756,0,0,-0.003895975434614994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 131,0,0,0,0.0007648726376218394,0,0,0,-0.034812676729435436,0,0,0,0,0,0.001038808642601281,0,-0.0049456403203723106,0,0.00048231334211986694,0,0,0.0026648571219028273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03168303242591932
Utente 132,0,0,0,0.0,0,0,0,-0.024111313440515775,0,0,0,0,0,-0.0012496478773228207,0,0.00880613263062841,0,0.0,0,0,0.013035964875109409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13528591974873833
Utente 133,0,0,0,0.0,0,0,0,-0.027949752544873453,0,0,0,0,0,0.0,0,0.007000179568551154,0,0.0005584306473387187,0,0,-0.0036005759075594993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 134,0,0,0,-0.0003528152759131764,0,0,0,0.0008456759768589066,0,0,0,0,0,0.0,0,0.013469110800850061,0,0.00646935500537812,0,0,0.002681423160739334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 135,0,0,0,-0.002770909929474748,0,0,0,-0.020814020254809367,0,0,0,0,0,0.005424317698423044,0,0.00723040044848505,0,0.0033254808432443134,0,0,0.005796332850074125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 136,0,0,0,0.0,0,0,0,-0.008481620427326161,0,0,0,0,0,0.0033731611610466434,0,0.01027143294408023,0,0.0029977194165525262,0,0,0.0022935802970556756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13902044926720514
Utente 137,0,0,0,0.0,0,0,0,-0.018687956300591228,0,0,0,0,0,0.004761399927113873,0,0.0016486715825728892,0,0.0,0,0,0.00872292163260371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 138,0,0,0,0.00012126864012476558,0,0,0,-0.046691269840804156,0,0,0,0,0,-0.003760622447257999,0,0.005012126740314482,0,-0.0008587961656573911,0,0,0.007417959774588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 139,0,0,0,0.0,0,0,0,-0.0567824051791195,0,0,0,0,0,0.0,0,-0.015677010901505885,0,0.0,0,0,-0.007503498656966539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 140,0,0,0,-0.0025836730191204625,0,0,0,-0.005628994807323243,0,0,0,0,0,0.0,0,0.017432654535329932,0,0.0,0,0,-0.003621626314791551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03545019564047557
Utente 141,0,0,0,0.0045548450077762944,0,0,0,-0.02994614674510582,0,0,0,0,0,0.0,0,0.011798736817836136,0,0.003172198592886206,0,0,0.009528981821981709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034996688199902315
Utente 142,0,0,0,0.0,0,0,0,-0.01992900715607888,0,0,0,0,0,0.003577309862151644,0,0.008163701279637066,0,0.004744573435041343,0,0,-0.00811224622421481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03303367161918104
Utente 143,0,0,0,0.004177492243755402,0,0,0,-0.024660373223129074,0,0,0,0,0,0.0,0,0.010492568784784604,0,0.003693731599444344,0,0,-0.0002916952031876343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1346532228724975
Utente 144,0,0,0,0.003188219194925551,0,0,0,-0.01609973413697215,0,0,0,0,0,0.0,0,0.004625714303758678,0,0.0,0,0,0.008257044188593543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034493694053677526
Utente 145,0,0,0,0.0,0,0,0,-0.029904852958638112,0,0,0,0,0,-0.0009689194228371647,0,0.014871784134711699,0,3.2461054167667206e-06,0,0,0.005493891926264825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03576248558521774
Utente 146,0,0,0,0.0050300671811366994,0,0,0,-0.04196606412130256,0,0,0,0,0,0.0,0,0.020909263547894342,0,-0.0005341090570808452,0,0,-0.004320914728443006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03440751980245703
Utente 147,0,0,0,0.0,0,0,0,-0.04188720054071561,0,0,0,0,0,0.0,0,0.010588657536047907,0,0.0,0,0,-0.0026531063240869015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14488367908387895
Utente 148,0,0,0,0.0,0,0,0,-0.003328920891282697,0,0,0,0,0,0.0,0,0.013056489390965527,0,0.003080961856183356,0,0,0.011803772352973219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03548976776885574
Utente 149,0,0,0,0.0,0,0,0,-0.024177972293927173,0,0,0,0,0,0.0,0,0.011278862109019714,0,-0.0020722075577712623,0,0,0.005835235079950208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 150,0,0,0,0.0,0,0,0,0.002651314220348077,0,0,0,0,0,0.0,0,0.017429409735513796,0,0.0,0,0,-0.01372726902625145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 151,0,0,0,0.0,0,0,0,-0.054843189465211724,0,0,0,0,0,0.0,0,0.009047084723849725,0,-0.003699474467404271,0,0,0.001232681476252924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337754518552301
Utente 152,0,0,0,-0.005724322030450798,0,0,0,-0.0432888478465263,0,0,0,0,0,0.007762552394779018,0,0.012648842826293572,0,0.0011083325042007077,0,0,-0.016197365765429742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 153,0,0,0,0.0,0,0,0,-0.004087694465719457,0,0,0,0,0,0.0010775807309467392,0,0.011662586921750364,0,0.004652275429975761,0,0,-0.001677477243904279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15387106267466438
Utente 154,0,0,0,0.0,0,0,0,-0.04990104715302073,0,0,0,0,0,0.0,0,0.016638940029057254,0,0.0033676972703621543,0,0,0.009974147454341954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033222484063404355
Utente 155,0,0,0,0.0,0,0,0,0.0048746833211139795,0,0,0,0,0,0.0011380253134090823,0,0.00825105797556537,0,0.0,0,0,0.0009872437976273995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03348239129166176
Utente 156,0,0,0,0.0030494501682004293,0,0,0,-0.05307979380734268,0,0,0,0,0,0.0,0,0.014774783869562772,0,0.0,0,0,0.0052326079041491586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034316354284381886
Utente 157,0,0,0,0.0,0,0,0,-0.02513053878197774,0,0,0,0,0,0.0,0,0.013877293769177077,0,7.012189081102602e-05,0,0,-0.0024594965715480912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03685113993566646
Utente 158,0,0,0,0.0,0,0,0,-0.05868619136863915,0,0,0,0,0,0.004900009475392001,0,0.00907432810821392,0,-0.0027610084065782456,0,0,-0.008716305823331275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 159,0,0,0,-0.0010067709864145296,0,0,0,-0.030703645192447584,0,0,0,0,0,0.004298243903410705,0,0.007687659001622918,0,0.002462856143931231,0,0,-0.006990061921183266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03159501577270679
Utente 160,0,0,0,-0.00027945453862644027,0,0,0,-0.0036648446060580605,0,0,0,0,0,0.005228220756414814,0,0.006915849324635538,0,0.0,0,0,0.0018477091541921828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 161,0,0,0,0.0,0,0,0,-0.03497576695176418,0,0,0,0,0,0.0,0,0.015251470977044886,0,0.006321630628985213,0,0,0.01154836798801097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 162,0,0,0,0.0,0,0,0,-0.012079628480455386,0,0,0,0,0,0.0,0,0.011072978056621066,0,0.0,0,0,-0.004996989723022874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129468034576111
Utente 163,0,0,0,0.0009992271387560998,0,0,0,-0.059676174272121844,0,0,0,0,0,0.002898464554212223,0,0.009046935976816838,0,-0.00019010027862227866,0,0,-5.520916778526248e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 164,0,0,0,0.0,0,0,0,-0.027671881466902692,0,0,0,0,0,0.0,0,0.009186148827666735,0,0.0044092910120489106,0,0,-0.00791073007167469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 165,0,0,0,0.0022527787821634226,0,0,0,-0.023636104936978562,0,0,0,0,0,0.0,0,0.006468270341893255,0,0.004269051593068533,0,0,-0.013292027174754865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 166,0,0,0,0.0,0,0,0,-0.023912489777940187,0,0,0,0,0,0.0,0,0.01258233887134961,0,-0.005244856261815824,0,0,-0.011376263695909966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13382030787342977
Utente 167,0,0,0,-6.635642655886643e-05,0,0,0,-0.026292776249488916,0,0,0,0,0,-0.0010927849022239256,0,0.007600247567750352,0,0.0,0,0,-0.00017338739767374032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034289362707199206
Utente 168,0,0,0,0.00639396871360699,0,0,0,-0.04695721722785795,0,0,0,0,0,-0.003267656493852597,0,0.015940626470017982,0,0.0031984988048096557,0,0,0.004890622387196195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 169,0,0,0,0.0006260892940076049,0,0,0,-0.02180784057324801,0,0,0,0,0,0.0038354132405864234,0,-0.015313324553203118,0,0.0020961400673722135,0,0,0.0006192416265187725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14123967997126818
Utente 170,0,0,0,0.0,0,0,0,-0.023779526528805592,0,0,0,0,0,0.0017202894625362973,0,-0.014697630712140914,0,0.0,0,0,0.010912672643053843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13288124467834844
Utente 171,0,0,0,-0.006274032560520214,0,0,0,-0.030945451413098728,0,0,0,0,0,0.005337271675937402,0,0.011211618538834688,0,0.0,0,0,0.004953294797563489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 172,0,0,0,0.0032634873028358586,0,0,0,-0.021180991557852902,0,0,0,0,0,0.007432782086765775,0,0.008269734627070105,0,-0.003074885952394358,0,0,0.01302243941383912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12722524752789174
Utente 173,0,0,0,0.0,0,0,0,-0.012084447824892505,0,0,0,0,0,0.0,0,0.015477916648899614,0,0.0,0,0,0.004073403819072645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033069817224338494
Utente 174,0,0,0,-0.00046622540804422625,0,0,0,-0.0211332817320372,0,0,0,0,0,0.0,0,0.008975466793289123,0,0.00697348325962931,0,0,0.0007632726220581533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028491038564669786
Utente 175,0,0,0,0.0,0,0,0,-0.02547940724540571,0,0,0,0,0,0.007164806583453623,0,0.011989591612039005,0,0.003400383547310345,0,0,0.007780756855951197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03519518964174273
Utente 176,0,0,0,0.0,0,0,0,-0.024804801885845974,0,0,0,0,0,0.004700141812138212,0,-0.002655487427333244,0,-0.00020577799395207245,0,0,-0.008693834066800714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 177,0,0,0,0.0,0,0,0,-0.014749556104620901,0,0,0,0,0,0.003748017642062683,0,0.014008773949128694,0,0.0,0,0,0.008099636958130176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03456556241368959
Utente 178,0,0,0,0.0,0,0,0,-0.009464025264132316,0,0,0,0,0,0.0019622945856458134,0,0.014879573951820208,0,0.0023729723150973376,0,0,0.01390226398331569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 179,0,0,0,0.0,0,0,0,-0.05365716328311114,0,0,0,0,0,0.0,0,0.005015373308380668,0,0.0009105105553042228,0,0,0.002655700947582257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03783955719731446
Utente 180,0,0,0,0.0,0,0,0,-0.025543106946915375,0,0,0,0,0,0.007856060809278033,0,0.012543338438889922,0,-0.0015365427939609403,0,0,-0.010839074979568129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 181,0,0,0,-0.0006288076174502155,0,0,0,-0.01303168538506224,0,0,0,0,0,0.0021718499479688657,0,-0.007609378039554001,0,0.0,0,0,-0.00280521082917558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034458518260032885
Utente 182,0,0,0,-0.00043528552793665136,0,0,0,-0.000295223026402084,0,0,0,0,0,0.0,0,0.008983530352537203,0,0.00020772207272517715,0,0,0.012367340516871087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13893572220584535
Utente 183,0,0,0,0.00035997957957769667,0,0,0,-0.044639616493569095,0,0,0,0,0,0.0,0,0.007556737121326481,0,0.003252975025621402,0,0,0.016432532898757457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 184,0,0,0,0.0,0,0,0,0.042801280436755816,0,0,0,0,0,0.004070317283984143,0,-0.0053550436217860405,0,0.0063056298737408645,0,0,0.006186848613048373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 185,0,0,0,0.0015257386881755049,0,0,0,-0.05325645388169312,0,0,0,0,0,0.0,0,0.014511682597414907,0,0.0050433454732888225,0,0,0.01275714151922099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03175536335686844
Utente 186,0,0,0,0.0038343542475459654,0,0,0,-0.024525223209859535,0,0,0,0,0,0.00670765985588981,0,0.012950867294620605,0,0.0,0,0,0.004216385624745208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 187,0,0,0,0.0,0,0,0,-0.004282756005887889,0,0,0,0,0,0.004355325625470978,0,0.006678451543806239,0,0.0,0,0,-0.008029063098183933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03301603937189946
Utente 188,0,0,0,0.0027925612267767365,0,0,0,-0.021398555543203253,0,0,0,0,0,0.0,0,0.02136261008321681,0,-0.0035621636108653714,0,0,0.0014535326283488723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03732819332800495
Utente 189,0,0,0,0.0,0,0,0,-0.007777010131897494,0,0,0,0,0,0.0,0,0.011251643494619401,0,0.0011148054728509324,0,0,0.004888984128356536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 190,0,0,0,-0.0017742946834811766,0,0,0,-0.035403124461669384,0,0,0,0,0,0.0049768624336195,0,0.008767128220459032,0,0.0,0,0,0.013892523881573103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03298763279532902
Utente 191,0,0,0,0.00015126171086737435,0,0,0,-0.011906116514214237,0,0,0,0,0,0.0031322465971667136,0,0.013884219479037948,0,0.0046828570037253815,0,0,-0.007863284351399219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03463280058107665
Utente 192,0,0,0,0.0,0,0,0,-0.02302547083639889,0,0,0,0,0,0.004035044431164426,0,0.01762907513504164,0,0.0,0,0,0.006057658333100322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357863816653896
Utente 193,0,0,0,0.0029433752742149175,0,0,0,-0.0121944644534423,0,0,0,0,0,0.0,0,-0.015394226021808215,0,0.0,0,0,-0.01598853568303654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03425262809055534
Utente 194,0,0,0,0.0,0,0,0,0.008220317121200695,0,0,0,0,0,0.0005375464116042952,0,0.008881341116825541,0,0.00035024363792375974,0,0,-0.013841555825417434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036058351953162746
Utente 195,0,0,0,0.0,0,0,0,-0.05740525501638455,0,0,0,0,0,0.006045882717489911,0,0.01100568901511997,0,0.0008717341930659584,0,0,-0.007382153733341191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 196,0,0,0,0.0,0,0,0,-0.033322499389439965,0,0,0,0,0,-0.0021724491025663668,0,0.011675014498664718,0,-0.0010264075464457504,0,0,-0.014182396071420196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038459664082414205
Utente 197,0,0,0,0.0,0,0,0,-0.039655005757863106,0,0,0,0,0,0.0,0,0.016484171384420123,0,0.004614091005446783,0,0,-0.007083486621580618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 198,0,0,0,-0.005209966307496368,0,0,0,-0.025620553503194084,0,0,0,0,0,0.005869081446957844,0,0.005617159666025515,0,0.0,0,0,0.004202084851048404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 199,0,0,0,0.006207951665057431,0,0,0,-0.04968381136984184,0,0,0,0,0,0.004029413864342414,0,0.008474463965692661,0,0.0,0,0,0.00763215039184869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 200,0,0,0,0.0,0,0,0,-0.04052286518395604,0,0,0,0,0,0.0,0,0.008356960583562672,0,-0.0020157251627586103,0,0,0.013571321269948063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 201,0,0,0,0.0,0,0,0,-0.05207874374038544,0,0,0,0,0,0.001065444858723173,0,-0.00915859111207114,0,0.0027703104272669707,0,0,-0.009812083700418276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 202,0,0,0,0.0,0,0,0,-0.036017797688906956,0,0,0,0,0,0.0,0,0.018693064275836314,0,0.00016510347258432372,0,0,-0.007862141732502768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13751401676389136
Utente 203,0,0,0,-0.0005178831901589971,0,0,0,-0.04628349037951056,0,0,0,0,0,0.0,0,0.0037846928371870836,0,0.0,0,0,-0.01207262494146249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 204,0,0,0,0.0,0,0,0,-0.028464579989389362,0,0,0,0,0,-0.0003071547768766031,0,0.008863879931525247,0,0.0028935353567770415,0,0,-0.011144379974752296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13880706417234942
Utente 205,0,0,0,-0.0012843045625044512,0,0,0,-0.0191608854563532,0,0,0,0,0,0.0,0,0.010859980389738899,0,-0.0016848491692180265,0,0,0.0013650256064128821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 206,0,0,0,0.0,0,0,0,-0.030209915726244756,0,0,0,0,0,0.0022052021021321633,0,0.012436772083999093,0,0.0,0,0,0.011350621849961072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03436788418252413
Utente 207,0,0,0,0.0,0,0,0,-0.01825113049380223,0,0,0,0,0,0.0,0,0.015424725660078919,0,-0.000486857702655183,0,0,0.004072396218320327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03803190259376324
Utente 208,0,0,0,-0.006704934757890149,0,0,0,0.002448684139344369,0,0,0,0,0,0.0,0,0.010999754348786007,0,0.0,0,0,0.007739461432838656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13924245835901433
Utente 209,0,0,0,0.0,0,0,0,-0.022919709965772455,0,0,0,0,0,0.0,0,0.01063007977541964,0,0.0,0,0,-8.226280919411034e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 210,0,0,0,9.358107185313916e-05,0,0,0,-0.060614133851636366,0,0,0,0,0,0.0,0,0.014140933523458375,0,0.0036813983710035796,0,0,0.011346336227641647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03330078861248776
Utente 211,0,0,0,0.0,0,0,0,-0.0227365988157958,0,0,0,0,0,0.0,0,0.01990208836275466,0,0.0,0,0,0.0055811323853092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03520562782541941
Utente 212,0,0,0,0.0,0,0,0,-0.044607759234605,0,0,0,0,0,0.0,0,0.010768228545300077,0,0.006677201353014618,0,0,-0.0024048908285184923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03356604531391891
Utente 213,0,0,0,0.0,0,0,0,-0.018007753227643492,0,0,0,0,0,0.0,0,0.008836223139091225,0,0.0009526649505581821,0,0,0.005487569103539604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 214,0,0,0,0.0,0,0,0,-0.008398576549361781,0,0,0,0,0,0.0,0,0.014982885594592885,0,-0.0022223690398644616,0,0,0.004867379557142165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03489086323805301
Utente 215,0,0,0,0.0,0,0,0,-0.03679073939238837,0,0,0,0,0,0.0,0,0.010446245293493047,0,-0.004673817482790212,0,0,0.0035607172933559764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03385394133601069
Utente 216,0,0,0,0.0046198523541928025,0,0,0,0.013709166798695471,0,0,0,0,0,0.0,0,0.008453554832470922,0,-0.000881169265001067,0,0,0.008571155072328616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 217,0,0,0,-2.9542072866203403e-05,0,0,0,-0.0555786018602425,0,0,0,0,0,0.0035077513158280325,0,0.0037419754122712456,0,-0.0022301034625815384,0,0,0.006799657013265909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 218,0,0,0,0.0,0,0,0,-0.04101222967364234,0,0,0,0,0,0.005340244968956926,0,0.010016063909781155,0,0.0,0,0,-0.016446062789955015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 219,0,0,0,0.0,0,0,0,-0.04071486530228288,0,0,0,0,0,0.00324604876175532,0,-0.00765469014753618,0,0.0,0,0,-0.00539284800916739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034597244174346405
Utente 220,0,0,0,-0.0029658822576986757,0,0,0,-0.049163889718144164,0,0,0,0,0,0.0,0,0.013743996043413715,0,0.0043673253272568605,0,0,0.010419219192376615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03233006758671749
Utente 221,0,0,0,0.0,0,0,0,-0.02966362693709048,0,0,0,0,0,0.0,0,0.012582723679854448,0,0.0021456735179676803,0,0,-0.0016290012746548233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Utente 222,0,0,0,-0.0019263940207562926,0,0,0,-0.028827484478505958,0,0,0,0,0,0.0,0,0.01331486973256224,0,0.001989070735914511,0,0,-0.007709308222329491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03615772074510699
